section,family,plant,plant_genus,lep_common,lep_species,species_verbatim,name_inferred,grouping_note,fnct_page,source
butterflies,ROSACEAE,Prunus gracilis,Prunus,CORAL HAIRSTREAK,Satyrium titus,Satyrium titus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus mexicana,Prunus,STRIPED HAIRSTREAK,Satyrium liparops,Satyrium liparops,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus gracilis,Prunus,STRIPED HAIRSTREAK,Satyrium liparops,Satyrium liparops,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Acacia spp.,Acacia,OUTIS SKIPPER,Cogia outis,Cogia outis,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmanthus spp.,Desmanthus,HENRY’S ELFIN,Incisalia henrici,Incisalia henrici,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Prosopis spp.,Prosopis,HENRY’S ELFIN,Incisalia henrici,Incisalia henrici,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmanthus spp.,Desmanthus,REAKIRT ’S BLUE,Hemiargus isola,Hemiargus isola,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Prosopis spp.,Prosopis,REAKIRT ’S BLUE,Hemiargus isola,Hemiargus isola,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmanthus spp.,Desmanthus,CERAUNUS BLUE,Hemiargus ceraunus,Hemiargus ceraunus,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Prosopis spp.,Prosopis,CERAUNUS BLUE,Hemiargus ceraunus,Hemiargus ceraunus,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmanthus spp.,Desmanthus,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Prosopis spp.,Prosopis,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmanthus spp.,Desmanthus,MARINE BLUE,Leptotes marina,Leptotes marina,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Prosopis spp.,Prosopis,MARINE BLUE,Leptotes marina,Leptotes marina,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Cercis canadensis,Cercis,HENRY’S ELFIN,Incisalia henrici,Incisalia henrici,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Chamaecrista fasciculata,Chamaecrista,CLOUDLESS SULPHUR,Phoebis sennae,Phoebis sennae,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Chamaecrista fasciculata,Chamaecrista,LITTLE SULPHUR,Eurema lisa,Eurema lisa,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Senna roemeriana,Senna,SLEEPY ORANGE,Eurema nicippe,Eurema nicippe,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Sophora spp.,Sophora,HENRY’S ELFIN,Incisalia henrici,Incisalia henrici,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Baptisia spp.,Baptisia,CLOUDED SULPHUR,Colias philodice,Colias philodice,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Baptisia spp.,Baptisia,ALFALFA BUTTERFLY,Colias eurytheme,Colias eurytheme,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Baptisia spp.,Baptisia,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Baptisia spp.,Baptisia,WILD INDIGO DUSKY-WING,Erynnis baptisiae,Erynnis baptisiae,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lupinus texensis,Lupinus,CLOUDED SULPHUR,Colias phiodice,Colias phiodice,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lupinus texensis,Lupinus,HENRY’S ELFIN,Incisalia henrici,Incisalia henrici,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lupinus texensis,Lupinus,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lupinus texensis,Lupinus,WILD INDIGO DUSKYWING,Erynnis baptisiae,Erynnis baptisiae,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Trifolium spp.,Trifolium,CLOUDED SULPHUR,Colias philodice,Colias philodice,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Trifolium spp.,Trifolium,ORANGE SULPHUR,Colias eurytheme,Colias eurytheme,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Trifolium spp.,Trifolium,DOGFACE SULPHUR,Colias cesonia,Colias cesonia,,The following are on all three of these,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,DOGFACE SULPHUR,Colias cesonia,Colias cesonia,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,MARINE BLUE,Leptotes marina,Leptotes marina,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,SILVER-SPOTTED SKIPPER,Epargyrus clara,Epargyrus clara,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,NORTHERN CLOUDYWING,Thorybes pylades,Thorybes pylades,,,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,DOGFACE SULPHUR,Colias cesonia,Colias cesonia,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,REAKIRT ’S BLUE,Hemiargus isola,Hemiargus isola,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Amorpha spp.,Amorpha,MARINE BLUE,Leptotes marina,Leptotes marina,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Indigofera miniata,Indigofera,REAKIRT ’S BLUE,Hemiargus isola,Hemiargus isola,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Indigofera miniata,Indigofera,FUNEREAL DUSKYWING,Erynnis funeralis,Erynnis funeralis,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Robinia pseudoacacia,Robinia,FUNEREAL DUSKYWING,Erynnis funeralis,Erynnis funeralis,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Sesbania spp.,Sesbania,FUNEREAL DUSKYWING,Erynnis funeralis,Erynnis funeralis,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,CLOUDED SULPHUR,Colias philodice,Colias philodice,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,ORANGE SULPHUR,Colias eurytheme,Colias eurytheme,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,SOUTHERN CLOUDYWING,Thorybes bathyllus,Thorybes bathyllus,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,NORTHERN CLOUDYWING,Thorybes pylades,Thorybes pylades,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Wisteria spp.,Wisteria,WILD INDIGO DUSKYWING,Erynnis baptisiae,Erynnis baptisiae,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmodium spp.,Desmodium,EASTERN-TAILED BLUE,Everes comyntas,Everes comyntas,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lespedeza spp.,Lespedeza,EASTERN-TAILED BLUE,Everes comyntas,Everes comyntas,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmodium spp.,Desmodium,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lespedeza spp.,Lespedeza,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmodium spp.,Desmodium,SOUTHERN CLOUDYWING,Thorybes bathyllus,Thorybes bathyllus,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lespedeza spp.,Lespedeza,SOUTHERN CLOUDYWING,Thorybes bathyllus,Thorybes bathyllus,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Desmodium spp.,Desmodium,NORTHERN CLOUDYWING,Thorybes pylades,Thorybes pylades,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Lespedeza spp.,Lespedeza,NORTHERN CLOUDYWING,Thorybes pylades,Thorybes pylades,,The following are on both of these,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Vicia spp.,Vicia,CLOUDED SULPHUR,Colias philodice,Colias philodice,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Vicia spp.,Vicia,ORANGE SULPHUR,Colias eurytheme,Colias eurytheme,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Vicia spp.,Vicia,NORTHERN CLOUDYWING,Thorybes pylades,Thorybes pylades,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Vicia spp.,Vicia,FUNEREAL DUSKYWING,Erynnis funeralis,Erynnis funeralis,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Centrosema virginianum,Centrosema,ORANGE SULPHUR,Colias curytheme,Colias curytheme,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Galactea spp.,Galactea,ORANGE SULPHUR,Colias curytheme,Colias curytheme,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Rhynchosia spp.,Rhynchosia,ORANGE SULPHUR,Colias curytheme,Colias curytheme,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Centrosema virginianum,Centrosema,MARINE BLUE,Leptotes marina,Leptotes marina,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Galactea spp.,Galactea,MARINE BLUE,Leptotes marina,Leptotes marina,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Rhynchosia spp.,Rhynchosia,MARINE BLUE,Leptotes marina,Leptotes marina,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Centrosema virginianum,Centrosema,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Galactea spp.,Galactea,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Rhynchosia spp.,Rhynchosia,EASTERN TAILED BLUE,Everes comyntas,Everes comyntas,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Centrosema virginianum,Centrosema,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Galactea spp.,Galactea,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FABACEAE,Rhynchosia spp.,Rhynchosia,SILVER-SPOTTED SKIPPER,Epargyrus clarus,Epargyrus clarus,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,LINACEAE,Linum spp.,Linum,VARIEGATED FRITILLARY,Euptoieta claudia,Euptoieta claudia,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,RUTACEAE,Zanthoxylum spp.,Zanthoxylum,GIANT SWALLOWTAIL,Papilio cresphontes,Papilio cresphontes,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,RUTACEAE,Ptelea trifoliata,Ptelea,GIANT SWALLOWTAIL,Papilio cresphontes,Papilio cresphontes,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,EUPHORBIACEAE,Croton capitatus,Croton,GOATWEED LEAFWING,Anaea andria,Anaea andria,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,EUPHORBIACEAE,Crotonopsis linearis,Crotonopsis,RED-BANDED HAIRSTREAK,Calycopis cecrops,Calycopis cecrops,,,1398,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ANACARDIACEAE,Rhus aromatica,Rhus,RED-BANDED HAIRSTREAK,Calycopis cecrops,Calycopis cecrops,,,1399,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ANACARDIACEAE,Rhus copallinum,Rhus,RED-BANDED HAIRSTREAK,Calycopis cecrops,Calycopis cecrops,,,1399,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SAPINDACEAE,Sapindus saponaria,Sapindus,SOAPBERRY HAIRSTREAK,Phaeostrymon alcestis,Phaeostrymon alcestis,,,1399,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SAPINDACEAE,Ungnadia speciosa,Ungnadia,SOAPBERRY HAIRSTREAK,Phaeostrymon alcestis,Phaeostrymon alcestis,,,1399,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,RHAMNACEAE,Ceanothus americanus,Ceanothus,RED-BANDED HAIRSTREAK,Calycopis cecrops,Calycopis cecrops,,,1399,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
