place,animal_species,animal_common,iconic_taxon,nearest_radius_mi,observation_count,fetched_on,source
home,Sphex habenus,Golden-reined Digger Wasp,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Spilosoma virginica,Virginian Tiger Moth,Insecta,8,108,2026-09-02,api.inaturalist.org species_counts
home,Spodoptera frugiperda,Fall Armyworm Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Spodoptera ornithogalli,Yellow-striped Armyworm Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Spoladea recurvalis,Hawaiian Beet Webworm Moth,Insecta,15,150,2026-09-02,api.inaturalist.org species_counts
home,Stagmomantis carolina,Carolina Mantis,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Stegasta bosqueella,Red-necked Peanutworm Moth,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Stenelmis,,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Stenolophus dissimilis,,Insecta,3,32,2026-09-02,api.inaturalist.org species_counts
home,Stenolophus ochropezus,,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Stilbus apicalis,Apical Shining Flower Beetle,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Strymon melinus,Gray Hairstreak,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Sympetrum corruptum,Variegated Meadowhawk,Insecta,8,56,2026-09-02,api.inaturalist.org species_counts
home,Synchlora frondaria,Southern Emerald,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Syritta flaviventris,Peg-legged Compost Fly,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Tarache aprica,Exposed Bird Dropping Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Taygete attributella,Triangle-marked Twirler Moth,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Tetramorium bicarinatum,Bicolored Pennant Ant,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Texananus,,Insecta,8,56,2026-09-02,api.inaturalist.org species_counts
home,Thyanta custator,Red-shouldered Stink Bug,Insecta,15,188,2026-09-02,api.inaturalist.org species_counts
home,Tipula,Common Crane Flies,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Toxomerus marginatus,Margined Calligrapher,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Tramea onusta,Red Saddlebags,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Triepeolus lunatus,Lunate Longhorn-cuckoo Bee,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Trogoxylon parallelipipedum,Velvety Powder-post Beetle,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Tropidosteptes quercicola,Oak Catkin Mirid,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Typhaea stercorea,Hairy Fungus Beetle,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Udea rubigalis,Celery Leaftier Moth,Insecta,3,37,2026-09-02,api.inaturalist.org species_counts
home,Ululodes macleayanus,Macleay's Owlfly,Insecta,15,144,2026-09-02,api.inaturalist.org species_counts
home,Uresiphita reversalis,Genista Broom Moth,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Urola nivalis,Snowy Urola Moth,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Vacusus confinis,,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Vacusus vicinus,Common Anthicid,Insecta,3,51,2026-09-02,api.inaturalist.org species_counts
home,Validiblatta fuliginosa,Smokybrown Cockroach,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Vanessa atalanta,Red Admiral,Insecta,3,46,2026-09-02,api.inaturalist.org species_counts
home,Vanessa cardui,Painted Lady,Insecta,8,156,2026-09-02,api.inaturalist.org species_counts
home,Vanessa virginiensis,American Lady,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Vespula squamosa,Southern Yellowjacket,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Xylobiops basilaris,Red-shouldered Bostrichid,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Xylocopa micans,Southern Carpenter Bee,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Xylocopa tabaniformis,Horse-fly Carpenter Bee,Insecta,15,145,2026-09-02,api.inaturalist.org species_counts
home,Xylocopa virginica,Eastern Carpenter Bee,Insecta,3,23,2026-09-02,api.inaturalist.org species_counts
home,Zale lunata,Lunate Zale Moth,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Zelus longipes,Milkweed Assassin Bug,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Zelus luridus,Pale Green Assassin Bug,Insecta,25,215,2026-09-02,api.inaturalist.org species_counts
home,Zelus renardii,Leafhopper Assassin Bug,Insecta,1,6,2026-09-02,api.inaturalist.org species_counts
home,Acinonyx jubatus,Cheetah,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Addax nasomaculatus,Addax,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Aepyceros melampus,Impala,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Ammotragus,Barbary sheep,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Ammotragus lervia,Aoudad,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Antilope cervicapra,Blackbuck,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Atelerix,African Hedgehogs,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Ateles,Spider Monkeys,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Bassariscus astutus,Ringtail,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Bos bison,American Bison,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Bos taurus,Domestic Cattle,Mammalia,8,4,2026-09-02,api.inaturalist.org species_counts
home,Bradypus variegatus,Brown-throated Three-toed Sloth,Mammalia,8,10,2026-09-02,api.inaturalist.org species_counts
home,Bubalus bubalis,Domestic Water Buffalo,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Camelus bactrianus,Domestic Bactrian Camel,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Canis familiaris,Domestic Dog,Mammalia,1,3,2026-09-02,api.inaturalist.org species_counts
home,Canis latrans,Coyote,Mammalia,1,2,2026-09-02,api.inaturalist.org species_counts
home,Capra hircus,Domestic Goat,Mammalia,8,6,2026-09-02,api.inaturalist.org species_counts
home,Carollia perspicillata,Seba's Short-tailed Bat,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Castor canadensis,American Beaver,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Cavia porcellus,Domestic Guinea Pig,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Cebuella pygmaea,Western Pygmy Marmoset,Mammalia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Cebus capucinus,Colombian White-throated Capuchin,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Cervus canadensis,Wapiti,Mammalia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Cervus elaphus,Red Deer,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Chinchilla,Chinchillas,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Chiropotes chiropotes,Red-backed Bearded Saki,Mammalia,8,3,2026-09-02,api.inaturalist.org species_counts
home,Choloepus didactylus,Linnaeus's Two-toed Sloth,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,Mammalia,8,5,2026-09-02,api.inaturalist.org species_counts
home,Cryptotis parvus,North American Least Shrew,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Dama dama,European Fallow Deer,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Dasypus mexicanus,Mexican Long-nosed Armadillo,Mammalia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Dendrolagus matschiei,Huon Tree Kangaroo,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Desmodus rotundus,Common Vampire Bat,Mammalia,8,3,2026-09-02,api.inaturalist.org species_counts
home,Didelphis virginiana,Virginia Opossum,Mammalia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Dolichotis patagonum,Patagonian Mara,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Elephas maximus,Asian Elephant,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Eptesicus fuscus,Big Brown Bat,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Equus asinus,Donkey,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Equus asinus × quagga,Donkey × Plains Zebra,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Equus caballus,Domestic Horse,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Erethizon dorsatum,North American Porcupine,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Eulemur collaris,Collared Brown Lemur,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Felis catus,Domestic Cat,Mammalia,1,2,2026-09-02,api.inaturalist.org species_counts
home,Geomys bursarius,Plains Pocket Gopher,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Giraffa camelopardalis,Northern Giraffe,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Glaucomys volans,Southern Flying Squirrel,Mammalia,3,7,2026-09-02,api.inaturalist.org species_counts
home,Gorilla gorilla,Western Gorilla,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Herpailurus yagouaroundi,Jaguarundi,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Heterocephalus glaber,Naked Molerat,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Hippopotamus amphibius,Common Hippopotamus,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Hippotragus niger,Sable Antelope,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Homo sapiens,Human,Mammalia,1,2,2026-09-02,api.inaturalist.org species_counts
home,Hydrochoerus hydrochaeris,Capybara,Mammalia,15,5,2026-09-02,api.inaturalist.org species_counts
home,Lama,Llamas and Guanacos,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Lama glama,Llama,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Lama pacos,Alpaca,Mammalia,15,7,2026-09-02,api.inaturalist.org species_counts
home,Lasionycteris noctivagans,Silver-haired Bat,Mammalia,3,2,2026-09-02,api.inaturalist.org species_counts
home,Lasiurus borealis,Eastern Red Bat,Mammalia,3,7,2026-09-02,api.inaturalist.org species_counts
home,Lasiurus cinereus,Northern Hoary Bat,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Lasiurus seminolus,Seminole Bat,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Lemur catta,Ring-tailed Lemur,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Leontopithecus chrysomelas,Golden-headed Lion Tamarin,Mammalia,25,4,2026-09-02,api.inaturalist.org species_counts
home,Leopardus pardalis,Ocelot,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Lepus californicus,Black-tailed Jackrabbit,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Lontra canadensis,North American River Otter,Mammalia,3,2,2026-09-02,api.inaturalist.org species_counts
home,Loxodonta africana,African Savanna Elephant,Mammalia,15,7,2026-09-02,api.inaturalist.org species_counts
home,Lutra cinerea,Asian Small-clawed Otter,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Lycaon pictus,African Wild Dog,Mammalia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Lynx rufus,Bobcat,Mammalia,3,6,2026-09-02,api.inaturalist.org species_counts
home,Mammuthus columbi,Columbian Mammoth,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Mandrillus sphinx,Mandrill,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Marmota monax,Groundhog,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Mephitis mephitis,Striped Skunk,Mammalia,8,6,2026-09-02,api.inaturalist.org species_counts
home,Mesocricetus auratus,Golden Hamster,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Microtus pinetorum,Woodland Vole,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Mirounga angustirostris,Northern Elephant Seal,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Mus musculus,House Mouse,Mammalia,3,3,2026-09-02,api.inaturalist.org species_counts
home,Myocastor coypus,Coypu,Mammalia,3,5,2026-09-02,api.inaturalist.org species_counts
home,Myotis lucifugus,Little Brown Bat,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Myotis velifer,Cave Myotis,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Myrmecophaga tridactyla,Giant Anteater,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Neofelis,Clouded Leopards,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Neofelis nebulosa,Mainland Clouded Leopard,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Neogale vison,American Mink,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Neotoma floridana,Eastern Woodrat,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Nomascus leucogenys,Northern White-cheeked Gibbon,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Nycticeius humeralis,Evening Bat,Mammalia,3,5,2026-09-02,api.inaturalist.org species_counts
home,Odocoileus virginianus,White-tailed Deer,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Okapia johnstoni,Okapi,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Ondatrini,Muskrats,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Oreotragus oreotragus,Klipspringer,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Oryctolagus cuniculus,European Rabbit,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Osphranter rufus,Red Kangaroo,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Otospermophilus variegatus,Rock Squirrel,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Ovis aries,Domestic Sheep,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Ovis canadensis,Bighorn Sheep,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Pan troglodytes,Chimpanzee,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Panthera leo,Lion,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Panthera tigris,Tiger,Mammalia,25,3,2026-09-02,api.inaturalist.org species_counts
home,Perognathus flavescens,Plains Pocket Mouse,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Peromyscus leucopus,White-footed Mouse,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Phacochoerus africanus,Common Warthog,Mammalia,15,4,2026-09-02,api.inaturalist.org species_counts
home,Phascolarctos cinereus,Koala,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Philander quica,Southeastern Four-eyed Opossum,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Philantomba monticola,Blue Duiker,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Phodopus roborovskii,Desert Hamster,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Phodopus sungorus,Dzhungarian Hamster,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Pithecia pithecia,White-faced Saki,Mammalia,8,4,2026-09-02,api.inaturalist.org species_counts
home,Pongo abelii,Sumatran Orangutan,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Procavia capensis,Rock Hyrax,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Procyon lotor,Common Raccoon,Mammalia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Pseudois nayaur,Bharal,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Pteronura brasiliensis,Giant Otter,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Pudu puda,Southern Pudú,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Puma concolor,Mountain Lion,Mammalia,25,3,2026-09-02,api.inaturalist.org species_counts
home,Rattus norvegicus,Brown Rat,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Rattus rattus,Black Rat,Mammalia,3,6,2026-09-02,api.inaturalist.org species_counts
home,Rhinocerotidae,Rhinoceroses,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Saguinus bicolor,Brazilian Bare-faced Tamarin,Mammalia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Saguinus imperator,Black-chinned Emperor Tamarin,Mammalia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Saguinus oedipus,Cotton-headed Tamarin,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Saguinus subgrisescens,Bearded Emperor Tamarin,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Scalopus aquaticus,Eastern Mole,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Sciurus aestuans,Guianan Squirrel,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Sciurus niger,Eastern Fox Squirrel,Mammalia,1,7,2026-09-02,api.inaturalist.org species_counts
home,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,8,11,2026-09-02,api.inaturalist.org species_counts
home,Suricata suricatta,Meerkat,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Sus scrofa,Wild Boar,Mammalia,8,7,2026-09-02,api.inaturalist.org species_counts
home,Sylvilagus aquaticus,Swamp Rabbit,Mammalia,15,23,2026-09-02,api.inaturalist.org species_counts
home,Sylvilagus audubonii,Desert Cottontail,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Sylvilagus cunicularius,Mexican Cottontail,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Sylvilagus floridanus,Eastern Cottontail,Mammalia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Tragelaphus angasii,Nyala,Mammalia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Tragelaphus oryx,Common Eland,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Tragelaphus strepsiceros,Greater Kudu,Mammalia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Trichechus,Manatees,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Trichechus manatus,West Indian Manatee,Mammalia,15,8,2026-09-02,api.inaturalist.org species_counts
home,Urocyon cinereoargenteus,Gray Fox,Mammalia,1,2,2026-09-02,api.inaturalist.org species_counts
home,Ursus americanus,American Black Bear,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Ursus maritimus,Polar Bear,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Varecia variegata,Black-and-white Ruffed Lemur,Mammalia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Vespertilioninae,Vesper Bats,Mammalia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Vulpes,Typical Foxes,Mammalia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Vulpes vulpes,Red Fox,Mammalia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Zalophus californianus,California Sea Lion,Mammalia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Agama,Typical Agamas,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Agkistrodon contortrix,Eastern Copperhead,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Agkistrodon laticinctus,Broad-banded Copperhead,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Agkistrodon piscivorus,Northern Cottonmouth,Reptilia,8,4,2026-09-02,api.inaturalist.org species_counts
home,Aldabrachelys gigantea,Aldabra Giant Tortoise,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Alligator mississippiensis,American Alligator,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Alligator sinensis,Chinese Alligator,Reptilia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Anguidae,Glass and Alligator Lizards,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Anolis carolinensis,Green Anole,Reptilia,1,12,2026-09-02,api.inaturalist.org species_counts
home,Anolis sagrei,Brown Anole,Reptilia,3,3,2026-09-02,api.inaturalist.org species_counts
home,Apalone mutica,Smooth Softshell,Reptilia,25,6,2026-09-02,api.inaturalist.org species_counts
home,Apalone spinifera,Spiny Softshell,Reptilia,3,3,2026-09-02,api.inaturalist.org species_counts
home,Aspidoscelis gularis,Common Spotted Whiptail,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Astrochelys radiata,Radiated Tortoise,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Basiliscus galeritus,Western Basilisk,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Bitis gabonica,Gaboon Viper,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Bitis parviocula,Ethiopia Viper,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Bitis rhinoceros,Western Gaboon Viper,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Bogertophis subocularis,Trans-pecos Ratsnake,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Bothriechis nigroadspersus,Central American Eyelash-Viper,Reptilia,8,6,2026-09-02,api.inaturalist.org species_counts
home,Bothrops asper,Terciopelo,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Brachylophus bulabula,Central Fijian Banded Iguana,Reptilia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Brookesia decaryi,Spiny Leaf Chameleon,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Caretta caretta,Loggerhead Sea Turtle,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Carettochelys insculpta,Pig-nosed Turtle,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Centrochelys sulcata,African Spurred Tortoise,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Chamaeleo calyptratus,Veiled Chameleon,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Chelonia mydas,Green Sea Turtle,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Chelonoidis carbonarius,Red-footed Tortoise,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Chelonoidis niger,Galápagos Giant Tortoise,Reptilia,15,4,2026-09-02,api.inaturalist.org species_counts
home,Chelus fimbriata,Amazonian Mata Mata,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Chelydra serpentina,Common Snapping Turtle,Reptilia,3,18,2026-09-02,api.inaturalist.org species_counts
home,Chrysemys picta,Painted Turtle,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Coelognathus,Southeast Asian Ratsnakes,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Coluber constrictor,North American Racer,Reptilia,3,2,2026-09-02,api.inaturalist.org species_counts
home,Corallus caninus,Emerald Tree Boa,Reptilia,8,9,2026-09-02,api.inaturalist.org species_counts
home,Corallus hortulana,Garden Tree Boa,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Correlophus,New Caledonian Crested Giant Geckos,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Crocodylus intermedius,Orinoco Crocodile,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Crocodylus moreletii,Morelet's Crocodile,Reptilia,8,5,2026-09-02,api.inaturalist.org species_counts
home,Crocodylus niloticus,Nile Crocodile,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Crocodylus rhombifer,Cuban Crocodile,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Crocodylus siamensis,Siamese Crocodile,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Crotalus adamanteus,Eastern Diamondback Rattlesnake,Reptilia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Crotalus atrox,Western Diamond-backed Rattlesnake,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Crotalus durissus,Neotropical Rattlesnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Crotalus horridus,Timber Rattlesnake,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Crotalus tzabcan,Yucatán Neotropical Rattlesnake,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Crotalus unicolor,Aruba Island Rattlesnake,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Crotaphytus collaris,Eastern Collared Lizard,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Ctenosaura similis,Black Spiny-tailed Iguana,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Cyclura lewisi,Grand Cayman Blue Iguana,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Daboia palaestinae,Palestine Viper,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Dendroaspis angusticeps,Eastern Green Mamba,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Diadophis punctatus,Ring-necked Snake,Reptilia,15,6,2026-09-02,api.inaturalist.org species_counts
home,Dracaena guianensis,Northern Caiman Lizard,Reptilia,8,5,2026-09-02,api.inaturalist.org species_counts
home,Elaphe carinata,King Ratsnake,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Eublepharis macularius,Common Leopard Gecko,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Eunectes murinus,Green Anaconda,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Furcifer pardalis,Panther Chameleon,Reptilia,8,4,2026-09-02,api.inaturalist.org species_counts
home,Gastropholis prasina,Green keel-bellied lizard,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Geochelone elegans,Indian Star Tortoise,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Gopherus berlandieri,Texas Tortoise,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Graptemys geographica,Northern Map Turtle,Reptilia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Graptemys ouachitensis,Ouachita Map Turtle,Reptilia,8,10,2026-09-02,api.inaturalist.org species_counts
home,Graptemys pseudogeographica,False Map Turtle,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Heloderma horridum,Beaded Lizard,Reptilia,8,5,2026-09-02,api.inaturalist.org species_counts
home,Heloderma suspectum,Gila Monster,Reptilia,25,2,2026-09-02,api.inaturalist.org species_counts
home,Hemidactylus garnotii,Indo-Pacific House Gecko,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Hemidactylus platyurus,Flat-tailed House Gecko,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Hemidactylus turcicus,Mediterranean House Gecko,Reptilia,1,2,2026-09-02,api.inaturalist.org species_counts
