genus,species,rank,infra_epithet,scientific_name,common_names,fnct_page,source
Melica,nitens,species,,Melica nitens,Three-Flower Melic; Tall Melic,1284,"Diggs, Lipscomb & O'Kennon 1999, p. 1284"
Melilotus,albus,species,,Melilotus albus,,676,"Diggs, Lipscomb & O'Kennon 1999, p. 676"
Melilotus,indicus,species,,Melilotus indicus,Sour-Clover; Yellow Sour-Clover; Alfalfilla,676,"Diggs, Lipscomb & O'Kennon 1999, p. 676"
Melilotus,officinalis,species,,Melilotus officinalis,Yellow Sweet-Clover; Yellow Melilot,676,"Diggs, Lipscomb & O'Kennon 1999, p. 676"
Melochia,pyramidata,species,,Melochia pyramidata,Angle-Pod Melochia,1032,"Diggs, Lipscomb & O'Kennon 1999, p. 1032"
Melothria,pendula,species,,Melothria pendula,Drooping Melonette; Creeping-Cucumber; Meloncito,570,"Diggs, Lipscomb & O'Kennon 1999, p. 570"
Menispermum,canadense,species,,Menispermum canadense,Moonseed; Yellow Parilla,824,"Diggs, Lipscomb & O'Kennon 1999, p. 824"
Menodora,heterophylla,species,,Menodora heterophylla,Redbud; Twinpod; Low Menodora,850,"Diggs, Lipscomb & O'Kennon 1999, p. 850"
Menodora,longiflora,species,,Menodora longiflora,,852,"Diggs, Lipscomb & O'Kennon 1999, p. 852"
Mentha,spicata,species,,Mentha spicata,Spearmint,764,"Diggs, Lipscomb & O'Kennon 1999, p. 764"
Mentzelia,albescens,species,,Mentzelia albescens,Wavy-Leaf Mentzelia,796,"Diggs, Lipscomb & O'Kennon 1999, p. 796"
Mentzelia,decapetala,species,,Mentzelia decapetala,,796,"Diggs, Lipscomb & O'Kennon 1999, p. 796"
Mentzelia,nuda,species,,Mentzelia nuda,Bractless Mentzelia; Sand-Lily; Poor-Man’spatches; Starflower,796,"Diggs, Lipscomb & O'Kennon 1999, p. 796"
Mentzelia,oligosperma,species,,Mentzelia oligosperma,,796,"Diggs, Lipscomb & O'Kennon 1999, p. 796"
Mentzelia,reverchonii,species,,Mentzelia reverchonii,Prairie Stickleaf; Buena Mujer,797,"Diggs, Lipscomb & O'Kennon 1999, p. 797"
Merremia,dissecta,species,,Merremia dissecta,Alamo-Vine; Correhuela De Las Doce,558,"Diggs, Lipscomb & O'Kennon 1999, p. 558"
Mikania,scandens,species,,Mikania scandens,Climbing Hempweed; Hempvine; Climbingboneset,388,"Diggs, Lipscomb & O'Kennon 1999, p. 388"
Mimosa,aculeaticarpa,variety,biuncifera,Mimosa aculeaticarpa var. biuncifera,Catclaw; Wait-A-Bit; Wait-A-Minute,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,borealis,species,,Mimosa borealis,Catclaw; Fragrant Mimosa; Pink Mimosa,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,hystricina,species,,Mimosa hystricina,Bristly Sensitive-Briar,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,latidens,species,,Mimosa latidens,Karnes Schrankia,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,nuttallii,species,,Mimosa nuttallii,,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,roemeriana,species,,Mimosa roemeriana,Roemer’s Sensitive-Briar; Roemer’s Schrankia,678,"Diggs, Lipscomb & O'Kennon 1999, p. 678"
Mimosa,strigillosa,species,,Mimosa strigillosa,Powderpuff; Vergonzosa; Herbaceous Mimosa,680,"Diggs, Lipscomb & O'Kennon 1999, p. 680"
Mimulus,alatus,species,,Mimulus alatus,Sharp-Wing Monkey-Flower,1004,"Diggs, Lipscomb & O'Kennon 1999, p. 1004"
Mimulus,glabratus,species,,Mimulus glabratus,Round-Leaf Monkey-Flower,1004,"Diggs, Lipscomb & O'Kennon 1999, p. 1004"
Mimulus,glabratus,variety,jamesii,Mimulus glabratus var. jamesii,Fremont's Monkey-Flower,1004,"Diggs, Lipscomb & O'Kennon 1999, p. 1004"
Minuartia,drummondii,species,,Minuartia drummondii,Drummond’s Sandwort,519,"Diggs, Lipscomb & O'Kennon 1999, p. 519"
Minuartia,michauxii,variety,texana,Minuartia michauxii var. texana,Rock Sandwort,519,"Diggs, Lipscomb & O'Kennon 1999, p. 519"
Minuartia,muscorum,species,,Minuartia muscorum,,519,"Diggs, Lipscomb & O'Kennon 1999, p. 519"
Minuartia,patula,species,,Minuartia patula,Pitcher Sandwort,519,"Diggs, Lipscomb & O'Kennon 1999, p. 519"
Mirabilis,albida,species,,Mirabilis albida,White Four-O’clock,839,"Diggs, Lipscomb & O'Kennon 1999, p. 839"
Mirabilis,gigantea,species,,Mirabilis gigantea,Giant Four-O’clock,839,"Diggs, Lipscomb & O'Kennon 1999, p. 839"
Mirabilis,glabra,species,,Mirabilis glabra,Tall Four-O’clock,839,"Diggs, Lipscomb & O'Kennon 1999, p. 839"
Mirabilis,jalapa,species,,Mirabilis jalapa,Four-O’clock; Marvel-Of-Peru; Common Four-O’clock; False Jalap,840,"Diggs, Lipscomb & O'Kennon 1999, p. 840"
Mirabilis,latifolia,species,,Mirabilis latifolia,,17,"Diggs, Lipscomb & O'Kennon 1999, p. 17"
Mirabilis,linearis,species,,Mirabilis linearis,Linear-Leaf Fouro’clock,840,"Diggs, Lipscomb & O'Kennon 1999, p. 840"
Mirabilis,nyctaginea,species,,Mirabilis nyctaginea,Wild Four-O’clock,840,"Diggs, Lipscomb & O'Kennon 1999, p. 840"
Miscanthus,sinensis,species,,Miscanthus sinensis,Silver Grass; Eulalia,1284,"Diggs, Lipscomb & O'Kennon 1999, p. 1284"
Mitreola,petiolata,species,,Mitreola petiolata,Lax Hornpod,798,"Diggs, Lipscomb & O'Kennon 1999, p. 798"
Mitreola,sessilifolia,species,,Mitreola sessilifolia,,798,"Diggs, Lipscomb & O'Kennon 1999, p. 798"
Modiola,caroliniana,species,,Modiola caroliniana,Carolina Modiola,816,"Diggs, Lipscomb & O'Kennon 1999, p. 816"
Mollugo,verticillata,species,,Mollugo verticillata,Green Carpetweed; Indian -Chickweed,827,"Diggs, Lipscomb & O'Kennon 1999, p. 827"
Monarda,citriodora,species,,Monarda citriodora,Lemon Beebalm; Lemon Mint; Horse Mint,765,"Diggs, Lipscomb & O'Kennon 1999, p. 765"
Monarda,clinopodioides,species,,Monarda clinopodioides,,765,"Diggs, Lipscomb & O'Kennon 1999, p. 765"
Monarda,fistulosa,variety,mollis,Monarda fistulosa var. mollis,Wild Bergamot; Long-Flower Horse Mint,765,"Diggs, Lipscomb & O'Kennon 1999, p. 765"
Monarda,lindheimeri,species,,Monarda lindheimeri,Lindheimer’s Beebalm,765,"Diggs, Lipscomb & O'Kennon 1999, p. 765"
Monarda,pectinata,species,,Monarda pectinata,Plains Beebalm,765,"Diggs, Lipscomb & O'Kennon 1999, p. 765"
Monarda,punctata,species,,Monarda punctata,Spotted Beebalm; Perennial Sandy-Land -Sage; Dotted Monarda; Horse Mint; Yellow Horse Mint,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Monarda,punctata,variety,intermedia,Monarda punctata var. intermedia,,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Monarda,punctata,variety,lasiodonta,Monarda punctata var. lasiodonta,Plumetooth Beebalm,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Monarda,punctata,variety,occidentalis,Monarda punctata var. occidentalis,Western Beebalm,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Monarda,russeliana,species,,Monarda russeliana,Russell’s Beebalm,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Monarda,stanfieldii,species,,Monarda stanfieldii,,766,"Diggs, Lipscomb & O'Kennon 1999, p. 766"
Mondara,viridissima,species,,Mondara viridissima,,768,"Diggs, Lipscomb & O'Kennon 1999, p. 768"
Monolepis,nuttalliana,species,,Monolepis nuttalliana,Nuttall’s Monolepis; Poverty-Weed,540,"Diggs, Lipscomb & O'Kennon 1999, p. 540"
Monotropa,hypopithys,species,,Monotropa hypopithys,American Pinesap,584,"Diggs, Lipscomb & O'Kennon 1999, p. 584"
Monotropa,uniflora,species,,Monotropa uniflora,,71,"Diggs, Lipscomb & O'Kennon 1999, p. 71"
Morus,alba,species,,Morus alba,White Mulberry; Russian Mulberry; Silkworm Mulberry; Moral Blanco,831,"Diggs, Lipscomb & O'Kennon 1999, p. 831"
Morus,microphylla,species,,Morus microphylla,Mexican Mulberry; Texas Mulberry; Mountain Mulberry,832,"Diggs, Lipscomb & O'Kennon 1999, p. 832"
Morus,rubra,species,,Morus rubra,Red Mulberry; Moral,832,"Diggs, Lipscomb & O'Kennon 1999, p. 832"
Muhlenbergia,bushii,species,,Muhlenbergia bushii,Nodding Muhly,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,capillaris,species,,Muhlenbergia capillaris,Hairy-Awn Muhly; Long-Awned Hair Grass; Slender Muhly; Gulf Muhly,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,frondosa,species,,Muhlenbergia frondosa,Wire-Stem Muhly,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,glabrifloris,species,,Muhlenbergia glabrifloris,Inland Muhly,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,lindheimeri,species,,Muhlenbergia lindheimeri,,70,"Diggs, Lipscomb & O'Kennon 1999, p. 70"
Muhlenbergia,mexicana,species,,Muhlenbergia mexicana,,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,reverchonii,species,,Muhlenbergia reverchonii,Seep Muhly; Reverchon’s Muhly,1288,"Diggs, Lipscomb & O'Kennon 1999, p. 1288"
Muhlenbergia,schreberi,species,,Muhlenbergia schreberi,Nimble-Will; Satin Grass; Schreber’s Muhly,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Muhlenbergia,sobolifera,species,,Muhlenbergia sobolifera,Rock Muhly; Rock-Dropseed,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Muhlenbergia,sylvatica,species,,Muhlenbergia sylvatica,Forest Muhly,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Muhlenbergia,utilis,species,,Muhlenbergia utilis,Aparejo Grass; Aparejo Muhly,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Muscari,neglectum,species,,Muscari neglectum,Starch Grape-Hyacinth,1206,"Diggs, Lipscomb & O'Kennon 1999, p. 1206"
Myagrum,perfoliatum,species,,Myagrum perfoliatum,,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Myosotis,macrosperma,species,,Myosotis macrosperma,Spring Forget-Me-Not,453,"Diggs, Lipscomb & O'Kennon 1999, p. 453"
Myosotis,verna,species,,Myosotis verna,Early Scorpion-Grass; Southern Forget-Me-Not,453,"Diggs, Lipscomb & O'Kennon 1999, p. 453"
Myosurus,minimus,species,,Myosurus minimus,Tiny Mousetail; Mousetail,924,"Diggs, Lipscomb & O'Kennon 1999, p. 924"
Myrica,cerifera,species,,Myrica cerifera,Southern Wax-Myrtle; Candle-Berry; Tallow-Shrub; Waxberry; Spicebush; Bayberry; Sweet-Oak,832,"Diggs, Lipscomb & O'Kennon 1999, p. 832"
Myriophyllum,aquaticum,species,,Myriophyllum aquaticum,Parrot’s-Feather; Waterfeather,734,"Diggs, Lipscomb & O'Kennon 1999, p. 734"
Myriophyllum,heterophyllum,species,,Myriophyllum heterophyllum,,734,"Diggs, Lipscomb & O'Kennon 1999, p. 734"
Myriophyllum,pinnatum,species,,Myriophyllum pinnatum,Green Parrot’s-Feather,734,"Diggs, Lipscomb & O'Kennon 1999, p. 734"
Myriophyllum,sibiricum,species,,Myriophyllum sibiricum,,734,"Diggs, Lipscomb & O'Kennon 1999, p. 734"
Myriophyllum,spicatum,species,,Myriophyllum spicatum,Eurasian Water-Milfoil,734,"Diggs, Lipscomb & O'Kennon 1999, p. 734"
Myriophyllum,verticillatum,species,,Myriophyllum verticillatum,,736,"Diggs, Lipscomb & O'Kennon 1999, p. 736"
Najas,guadalupensis,species,,Najas guadalupensis,Common Water-Nymph; Southern Naiad,1170,"Diggs, Lipscomb & O'Kennon 1999, p. 1170"
Najas,marina,species,,Najas marina,Holly-Leaf Water-Nymph; Spiny Naiad,1170,"Diggs, Lipscomb & O'Kennon 1999, p. 1170"
Nama,hispidum,species,,Nama hispidum,Sandbell; Rough Nama,740,"Diggs, Lipscomb & O'Kennon 1999, p. 740"
Nama,jamaicense,species,,Nama jamaicense,Fiddleleaf; Fiddleleaf Nama,740,"Diggs, Lipscomb & O'Kennon 1999, p. 740"
Nandina,domestica,species,,Nandina domestica,Sacred-Bamboo; Heavenly-Bamboo,437,"Diggs, Lipscomb & O'Kennon 1999, p. 437"
Narcissus,jonquilla,species,,Narcissus jonquilla,Jonquil,1207,"Diggs, Lipscomb & O'Kennon 1999, p. 1207"
Narcissus,poeticus,species,,Narcissus poeticus,Pheasant’s-Eye; Poet’s Narcissus,1207,"Diggs, Lipscomb & O'Kennon 1999, p. 1207"
Narcissus,pseudonarcissus,species,,Narcissus pseudonarcissus,Daffodil; Trumpet Narcissus,1207,"Diggs, Lipscomb & O'Kennon 1999, p. 1207"
Narcissus,tazetta,species,,Narcissus tazetta,Polyanthus Narcissus,1207,"Diggs, Lipscomb & O'Kennon 1999, p. 1207"
Nassella,leucotricha,species,,Nassella leucotricha,Winter Grass; Texas Winter Grass; Spear Grass; Texas Needle Grass,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Nelumbo,lutea,species,,Nelumbo lutea,Yellow Lotus; Lotus; Yellow Nelumbo; Water-Chinquapin; Pond-Nut; Youquepen,834,"Diggs, Lipscomb & O'Kennon 1999, p. 834"
Nemastylis,geminiflora,species,,Nemastylis geminiflora,Prairie Celestial; Prairie Pleat-Leaf; Celestiallily; Prairie-Iris,1174,"Diggs, Lipscomb & O'Kennon 1999, p. 1174"
Nemastylis,nuttallii,species,,Nemastylis nuttallii,,1174,"Diggs, Lipscomb & O'Kennon 1999, p. 1174"
Nemophila,phacelioides,species,,Nemophila phacelioides,Baby Blue-Eyes; Large-Flower Nemophila; Flannel-Breeches,742,"Diggs, Lipscomb & O'Kennon 1999, p. 742"
Nepeta,cataria,species,,Nepeta cataria,Catnip; Catnep,768,"Diggs, Lipscomb & O'Kennon 1999, p. 768"
Nephrolepis,exaltata,species,,Nephrolepis exaltata,Sword Fern; Wild Boston Fern,184,"Diggs, Lipscomb & O'Kennon 1999, p. 184"
Neptunia,lutea,species,,Neptunia lutea,Yellow -Puff; Yellow Neptunia,680,"Diggs, Lipscomb & O'Kennon 1999, p. 680"
Nicotiana,repanda,species,,Nicotiana repanda,Wild Tobacco; Fiddle-Leaf Tobacco; Tobacco Cimarrón,1022,"Diggs, Lipscomb & O'Kennon 1999, p. 1022"
Nierembergia,hippomanica,variety,coerulea,Nierembergia hippomanica var. coerulea,Texas Cupflower,1022,"Diggs, Lipscomb & O'Kennon 1999, p. 1022"
Nolina,lindheimeriana,species,,Nolina lindheimeriana,Ribbon-Grass; Devil’s-Shoestring; Lindheimer’s Nolina,1080,"Diggs, Lipscomb & O'Kennon 1999, p. 1080"
Nolina,texana,species,,Nolina texana,Sacahuista; Bunch-Grass,1082,"Diggs, Lipscomb & O'Kennon 1999, p. 1082"
Nothoscordum,bivalve,species,,Nothoscordum bivalve,Crow-Poison; Yellow False Garlic,1208,"Diggs, Lipscomb & O'Kennon 1999, p. 1208"
Nuphar,advena,species,,Nuphar advena,Yellow Cow-Lily; Spatter-Dock,844,"Diggs, Lipscomb & O'Kennon 1999, p. 844"
Nuttallanthus,canadensis,species,,Nuttallanthus canadensis,Oldfield Toad-Flax; Toad-Flax,1004,"Diggs, Lipscomb & O'Kennon 1999, p. 1004"
Nuttallanthus,texanus,species,,Nuttallanthus texanus,Texas Toad-Flax; Toad-Flax,1006,"Diggs, Lipscomb & O'Kennon 1999, p. 1006"
Nyctaginia,capitata,species,,Nyctaginia capitata,Scarlet Muskflower; Devil’s-Bouquet,842,"Diggs, Lipscomb & O'Kennon 1999, p. 842"
Nymphaea,elegans,species,,Nymphaea elegans,Blue Water-Lily; Senorita Water-Lily; Lampazos,845,"Diggs, Lipscomb & O'Kennon 1999, p. 845"
Nymphaea,mexicana,species,,Nymphaea mexicana,Yellow Water-Lily; Banana Water-Lily; Lampazo Amarillo,845,"Diggs, Lipscomb & O'Kennon 1999, p. 845"
Nymphaea,odorata,species,,Nymphaea odorata,White Water-Lily; American Water-Lily; Fragrant Water-Lily; Alligator-Bonnet; Pond-Lily; Ninfa Acuática,845,"Diggs, Lipscomb & O'Kennon 1999, p. 845"
Nymphoides,peltata,species,,Nymphoides peltata,Yellow Floating -Heart; Waterfringe,826,"Diggs, Lipscomb & O'Kennon 1999, p. 826"
Nyssa,sylvatica,species,,Nyssa sylvatica,,71,"Diggs, Lipscomb & O'Kennon 1999, p. 71"
Oenothera,biennis,species,,Oenothera biennis,Common Evening-Primrose,863,"Diggs, Lipscomb & O'Kennon 1999, p. 863"
Oenothera,brachycarpa,species,,Oenothera brachycarpa,,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oenothera,coryi,species,,Oenothera coryi,,863,"Diggs, Lipscomb & O'Kennon 1999, p. 863"
Oenothera,grandis,species,,Oenothera grandis,,863,"Diggs, Lipscomb & O'Kennon 1999, p. 863"
Oenothera,heterophylla,species,,Oenothera heterophylla,Variable Evening-Primrose,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,jamesii,species,,Oenothera jamesii,Trumpet Evening-Primrose,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,laciniata,species,,Oenothera laciniata,Cut-Leaf Evening-Primrose; Downy Evening-Primrose; Sinuate-Leaf Evening-Primrose,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,linifolia,species,,Oenothera linifolia,Thread-Leaf Sundrops,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,macrocarpa,species,,Oenothera macrocarpa,Missouri-Primrose,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,macrocarpa,subspecies,incana,Oenothera macrocarpa subsp. incana,Missouri -Primrose,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,macrocarpa,subspecies,macrocarpa,Oenothera macrocarpa subsp. macrocarpa,Flutter-Mill,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,macrocarpa,subspecies,oklahomensis,Oenothera macrocarpa subsp. oklahomensis,Ozark Sundrops; Glade-Lily,864,"Diggs, Lipscomb & O'Kennon 1999, p. 864"
Oenothera,mexicana,species,,Oenothera mexicana,,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oenothera,rhombipetala,species,,Oenothera rhombipetala,Four-Point Evening-Primrose,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oenothera,spachiana,species,,Oenothera spachiana,Spach’s Evening-Primrose,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oenothera,speciosa,species,,Oenothera speciosa,Showy-Primrose; Buttercup; Texas-Buttercup; Showy Evening -Primrose; Mexican Evening - Primrose; Mexican -Primrose; White Evening-Primrose; Amapola Del Campo,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oenothera,triloba,species,,Oenothera triloba,Stemless Evening-Primrose; Three-Lobed-Primrose,866,"Diggs, Lipscomb & O'Kennon 1999, p. 866"
Oldenlandia,boscii,species,,Oldenlandia boscii,,968,"Diggs, Lipscomb & O'Kennon 1999, p. 968"
Onoclea,sensibilis,species,,Onoclea sensibilis,Sensitive Fern,184,"Diggs, Lipscomb & O'Kennon 1999, p. 184"
Onopordum,acanthium,species,,Onopordum acanthium,Scotch-Thistle,388,"Diggs, Lipscomb & O'Kennon 1999, p. 388"
Onosmodium,bejariense,species,,Onosmodium bejariense,,453,"Diggs, Lipscomb & O'Kennon 1999, p. 453"
Onosmodium,bejariense,variety,bejariense,Onosmodium bejariense var. bejariense,Bejar Marbleseed,454,"Diggs, Lipscomb & O'Kennon 1999, p. 454"
Onosmodium,bejariense,variety,hispidissimum,Onosmodium bejariense var. hispidissimum,Rough Marbleseed,454,"Diggs, Lipscomb & O'Kennon 1999, p. 454"
Onosmodium,bejariense,variety,occidentale,Onosmodium bejariense var. occidentale,Western Marbleseed,454,"Diggs, Lipscomb & O'Kennon 1999, p. 454"
Onosmodium,helleri,species,,Onosmodium helleri,,70,"Diggs, Lipscomb & O'Kennon 1999, p. 70"
Ophioglossum,crotalophoroides,species,,Ophioglossum crotalophoroides,Bulbous Adder’s-Tongue,190,"Diggs, Lipscomb & O'Kennon 1999, p. 190"
Ophioglossum,engelmannii,species,,Ophioglossum engelmannii,Engelmann’s Adder’s-Tongue; Limestone Adder’s-Tongue,190,"Diggs, Lipscomb & O'Kennon 1999, p. 190"
Ophioglossum,vulgatum,species,,Ophioglossum vulgatum,Adder’s-Tongue; Southern Adder’s-Tongue,190,"Diggs, Lipscomb & O'Kennon 1999, p. 190"
Oplismenus,hirtellus,species,,Oplismenus hirtellus,Basket Grass,1290,"Diggs, Lipscomb & O'Kennon 1999, p. 1290"
Opuntia,edwardsii,species,,Opuntia edwardsii,,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Opuntia,engelmannii,species,,Opuntia engelmannii,,490,"Diggs, Lipscomb & O'Kennon 1999, p. 490"
Opuntia,engelmannii,variety,engelmannii,Opuntia engelmannii var. engelmannii,,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,engelmannii,variety,lindheimeri,Opuntia engelmannii var. lindheimeri,Texas Prickly-Pear; Nopal Prickly-Pear,490,"Diggs, Lipscomb & O'Kennon 1999, p. 490"
Opuntia,engelmannii,variety,linguiformis,Opuntia engelmannii var. linguiformis,Cow’s-Tongue; Cowtongue Prickly-Pear; Lengua De Vaca,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,ficus-indica,species,,Opuntia ficus-indica,Indian-Fig,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,humifusa,species,,Opuntia humifusa,Eastern Prickly-Pear,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,kleiniae,species,,Opuntia kleiniae,Klein’s Cholla; Candle Cholla; Tasajillo,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,leptocaulis,species,,Opuntia leptocaulis,Desert Christmas Cactus; Pencil Cactus; Pencil Cholla; Christmas Cholla; Tasajillo; Tesajo; Rat-Tail Cactus; Slender-Stem Cactus,491,"Diggs, Lipscomb & O'Kennon 1999, p. 491"
Opuntia,macrorhiza,species,,Opuntia macrorhiza,Plains Prickly-Pear; Grassland Prickly-Pear; Chain Prickly-Pear; Tuberous-Root Prickly-Pear,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Opuntia,phaeacantha,species,,Opuntia phaeacantha,Prickly-Pear; Englemann ’s Prickly-Pear; Purple-Fruit Prickly-Pear,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Opuntia,phaeacantha,variety,camanchica,Opuntia phaeacantha var. camanchica,,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Opuntia,schottii,species,,Opuntia schottii,Clavellina; Devil Cholla; Schott’s Cholla; Dog Cholla,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Opuntia,tunicata,variety,davisii,Opuntia tunicata var. davisii,Green-Flower Cholla; Jeff Davis’ Cholla; Jumping Cholla; Jumping Cactus,492,"Diggs, Lipscomb & O'Kennon 1999, p. 492"
Orbexilum,pedunculatum,species,,Orbexilum pedunculatum,Sampson’s Snakeroot; Bobsroot Snakeroot,680,"Diggs, Lipscomb & O'Kennon 1999, p. 680"
Orbexilum,simplex,species,,Orbexilum simplex,Single-Stem Snakeroot,682,"Diggs, Lipscomb & O'Kennon 1999, p. 682"
Orobanche,fasciculata,species,,Orobanche fasciculata,Chester Broomrape,868,"Diggs, Lipscomb & O'Kennon 1999, p. 868"
Orobanche,ludoviciana,subspecies,ludoviciana,Orobanche ludoviciana subsp. ludoviciana,,868,"Diggs, Lipscomb & O'Kennon 1999, p. 868"
Orobanche,ludoviciana,subspecies,multiflora,Orobanche ludoviciana subsp. multiflora,Large-Flower Broomrape,868,"Diggs, Lipscomb & O'Kennon 1999, p. 868"
Osmorhiza,longistylis,species,,Osmorhiza longistylis,,239,"Diggs, Lipscomb & O'Kennon 1999, p. 239"
Osmunda,cinnamomea,species,,Osmunda cinnamomea,Cinnamon Fern; Buckhorn Fern; Buckhorn Brake; Flowering Fern,192,"Diggs, Lipscomb & O'Kennon 1999, p. 192"
Osmunda,regalis,variety,spectabilis,Osmunda regalis var. spectabilis,Royal Fern; Flowering Fern,192,"Diggs, Lipscomb & O'Kennon 1999, p. 192"
Ostrya,virginiana,species,,Ostrya virginiana,Ironwood; Eastern Hop-Hornbeam; American Hop-Hornbeam; Woolly American Hop-Hornbeam; Leverwood,440,"Diggs, Lipscomb & O'Kennon 1999, p. 440"
Oxalis,articulata,subspecies,rubra,Oxalis articulata subsp. rubra,Windowbox Woodsorrel,870,"Diggs, Lipscomb & O'Kennon 1999, p. 870"
Oxalis,corniculata,species,,Oxalis corniculata,Creeping Ladies’-Sorrel; Agrito; Jocoyote,870,"Diggs, Lipscomb & O'Kennon 1999, p. 870"
